fixed,noise,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
False,True,10,0.005,100,100,0.99,3,2,7,1,,850,3.17376,0.0886812,0.29
False,True,10,0.005,100,100,0.99,3,2,7,1,,860,2.80421,0.084768,0.36
False,True,10,0.005,100,100,0.99,3,2,7,1,,870,2.49849,0.0813606,0.41
False,True,10,0.005,100,100,0.99,3,2,7,1,,880,2.23924,0.0785038,0.45
False,True,10,0.005,100,100,0.99,3,2,7,1,,890,1.99309,0.0749847,0.51
False,True,10,0.005,100,100,0.99,3,2,7,1,,900,1.78254,0.0716304,0.57
False,True,10,0.005,100,100,0.99,3,2,7,1,,910,3.86158,0.0953898,0.18
False,True,10,0.005,100,100,0.99,3,2,7,1,,920,3.35017,0.0899071,0.28
False,True,10,0.005,100,100,0.99,3,2,7,1,,930,2.87539,0.0861944,0.32
False,True,10,0.005,100,100,0.99,3,2,7,1,,940,2.3514,0.078266,0.46
False,True,10,0.005,100,100,0.99,3,2,7,1,,950,2.01184,0.074626,0.52
False,True,10,0.005,100,100,0.99,3,2,7,1,,960,1.73088,0.0707462,0.53
False,True,10,0.005,100,100,0.99,3,2,7,1,,970,1.41059,0.0659945,0.61
False,True,10,0.005,100,100,0.99,3,2,7,1,,980,1.08541,0.0593797,0.71
False,True,10,0.005,100,100,0.99,3,2,7,1,,990,0.929368,0.054468,0.76
False,True,10,0.005,100,100,0.99,3,2,7,1,,-1,10.9615,0.113876,0.14
False,False,10,0.005,100,100,0.99,3,2,7,1,,0,630.594,0.140206,0.01
False,False,10,0.005,100,100,0.99,3,2,7,1,,10,347.471,0.138954,0.01
False,False,10,0.005,100,100,0.99,3,2,7,1,,20,190.241,0.138882,0.01
False,False,10,0.005,100,100,0.99,3,2,7,1,,30,102.443,0.137743,0.01
False,False,10,0.005,100,100,0.99,3,2,7,1,,40,66.4428,0.137296,0.0
