fixed,noise,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2220,0.341483,0.0338003,0.9175
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2230,0.29496,0.0290542,0.9431
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2240,0.294149,0.0303227,0.9393
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2250,0.299036,0.0327299,0.9212
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2260,0.337525,0.0322725,0.9194
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2270,0.230901,0.0289423,0.9413
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2280,0.269727,0.0329304,0.9244
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2290,0.270465,0.0314988,0.9268
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2300,0.239892,0.0309351,0.9283
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2310,0.20734,0.0283507,0.9416
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2320,0.358408,0.0341132,0.9149
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2330,0.32623,0.0330195,0.9271
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2340,0.312489,0.0298073,0.9372
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2350,0.215581,0.026522,0.9536
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2360,0.190297,0.0255941,0.9535
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2370,0.155385,0.0229872,0.9618
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2380,0.229128,0.0279265,0.9445
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2390,0.213078,0.0283621,0.9436
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2400,0.266078,0.0293126,0.9384
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2410,0.279507,0.0283482,0.9399
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2420,0.181779,0.026965,0.9465
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2430,0.13293,0.021051,0.9686
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2440,0.357263,0.033536,0.922
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2450,0.125186,0.0201104,0.9702
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2460,0.237228,0.0298517,0.9376
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2470,0.175299,0.0263668,0.951
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2480,0.1663,0.0232274,0.9602
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2490,0.169523,0.0258237,0.9487
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2500,0.186148,0.0265369,0.9493
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2510,4.84918,0.101263,0.1193
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2520,3.02845,0.0929892,0.2442
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2530,2.1472,0.0846278,0.4361
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2540,1.61737,0.0772294,0.5685
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2550,1.40356,0.0717194,0.6337
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2560,1.00723,0.0624302,0.742
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2570,0.831444,0.0562173,0.8158
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2580,0.774937,0.0528865,0.832
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2590,0.655601,0.0485911,0.8634
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2600,0.606589,0.0483491,0.8525
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2610,0.609873,0.0425552,0.8961
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2620,0.467803,0.0402501,0.8987
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2630,0.374983,0.0365341,0.9216
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2640,0.49547,0.0424549,0.8835
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2650,0.325287,0.0334519,0.9307
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2660,0.33054,0.0337131,0.9237
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2670,0.325916,0.0338287,0.9277
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2680,0.370792,0.0352554,0.9195
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2690,0.292921,0.0321859,0.9216
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2700,0.226356,0.0264471,0.9548
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2710,0.20753,0.0257334,0.9573
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2720,0.309626,0.0326548,0.9187
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2730,0.350568,0.0336971,0.9217
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2740,0.28594,0.0317891,0.9238
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2750,0.230225,0.0284336,0.9394
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2760,0.237844,0.0284986,0.9413
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2770,0.206283,0.0266961,0.9461
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2780,0.260806,0.0275799,0.9477
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2790,0.18483,0.0245767,0.9519
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2800,0.308603,0.0333568,0.9231
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2810,0.253641,0.0308436,0.9332
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2820,0.189741,0.026022,0.9513
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2830,0.273164,0.0298882,0.9324
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2840,0.205982,0.0275336,0.9492
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2850,0.26183,0.0283354,0.9417
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2860,0.234643,0.0258225,0.9548
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2870,0.168992,0.0244556,0.9546
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2880,0.179478,0.0251081,0.9497
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2890,0.16951,0.0241223,0.957
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2900,0.18148,0.0246815,0.9564
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2910,0.184292,0.0251161,0.9545
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2920,0.192511,0.0252942,0.9507
