cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,160,7.54112,0.000526988,0.000235849,7.54115,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,170,7.54105,0.000527082,0.000235849,7.5411,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,180,7.54114,0.000527081,0.000235849,7.54122,0.000530784,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,190,7.54113,0.000527015,0.0,7.54088,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,200,7.54113,0.000527009,0.000471698,7.54096,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,210,7.54107,0.000527069,0.000471698,7.54125,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,220,7.54113,0.000527014,0.000707547,7.54132,0.000530784,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,230,7.54107,0.000526983,0.000235849,7.54126,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,240,7.54111,0.000527015,0.000235849,7.54133,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,250,7.5411,0.000527047,0.000943396,7.54088,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,260,7.5411,0.000527006,0.000235849,7.54094,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,270,7.54115,0.000526979,0.000235849,7.54085,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,280,7.54111,0.000527045,0.000471698,7.54097,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,290,7.54112,0.000527005,0.0,7.54088,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,300,7.54109,0.00052697,0.0,7.54088,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,310,7.54111,0.000527045,0.000235849,7.54117,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,320,7.54109,0.000527028,0.0,7.54127,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,330,7.54108,0.000526955,0.000235849,7.54121,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,340,7.54098,0.000526995,0.000471698,7.54126,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,350,7.54112,0.000527013,0.000471698,7.54123,0.000530787,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,360,7.54117,0.000526975,0.000471698,7.54139,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,370,7.54108,0.000526938,0.000471698,7.54099,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,380,7.54115,0.000526969,0.000235849,7.54132,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,390,7.54108,0.000526949,0.000471698,7.54127,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,400,7.54106,0.000526976,0.000943396,7.5412,0.000530785,0.025
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,410,7.54114,0.000526945,0.000943396,7.54078,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,420,7.5411,0.000526979,0.000707547,7.54113,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,430,7.54109,0.0005269,0.000471698,7.54111,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,440,7.54109,0.000526935,0.000707547,7.54149,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,450,7.54114,0.000526972,0.000235849,7.54114,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,460,7.5411,0.000526948,0.000235849,7.54112,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,470,7.54113,0.000526866,0.0,7.54124,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,480,7.54113,0.000526915,0.000943396,7.54116,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,490,7.54113,0.000526896,0.0,7.5412,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,-1,7.54115,0.000526408,0.000241896,7.54137,0.000530785,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,0,7.54223,0.000531352,0.0,7.54616,0.00053107,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,10,7.54101,0.000531601,0.0,7.53948,0.000530889,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,20,7.54069,0.000531534,0.000483793,7.5419,0.000530845,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,30,7.54142,0.000531506,0.000725689,7.54177,0.000530829,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,40,7.54146,0.000531388,0.000241896,7.54084,0.000530821,0.0
