fixed,noise,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
True,False,10,0.005,100,500,0.99,3,2,7,2,1,90,15.1593,0.118481,0.18
True,False,10,0.005,100,500,0.99,3,2,7,2,1,100,13.7819,0.121566,0.16
True,False,10,0.005,100,500,0.99,3,2,7,2,1,110,9.41597,0.108282,0.32
True,False,10,0.005,100,500,0.99,3,2,7,2,1,120,8.25431,0.10649,0.31
True,False,10,0.005,100,500,0.99,3,2,7,2,1,130,6.56455,0.103257,0.36
True,False,10,0.005,100,500,0.99,3,2,7,2,1,140,5.87583,0.0975175,0.43
True,False,10,0.005,100,500,0.99,3,2,7,2,1,150,5.47338,0.0893467,0.53
True,False,10,0.005,100,500,0.99,3,2,7,2,1,160,4.09683,0.0889651,0.53
True,False,10,0.005,100,500,0.99,3,2,7,2,1,170,3.26437,0.0817168,0.58
True,False,10,0.005,100,500,0.99,3,2,7,2,1,180,2.72743,0.074866,0.64
True,False,10,0.005,100,500,0.99,3,2,7,2,1,190,2.47447,0.0784761,0.61
True,False,10,0.005,100,500,0.99,3,2,7,2,1,200,3.10926,0.0789127,0.61
True,False,10,0.005,100,500,0.99,3,2,7,2,1,210,2.44464,0.0687875,0.7
True,False,10,0.005,100,500,0.99,3,2,7,2,1,220,2.29501,0.0677448,0.73
True,False,10,0.005,100,500,0.99,3,2,7,2,1,230,2.41908,0.0668597,0.72
True,False,10,0.005,100,500,0.99,3,2,7,2,1,240,2.5925,0.0660119,0.72
True,False,10,0.005,100,500,0.99,3,2,7,2,1,250,1.52425,0.0695483,0.69
True,False,10,0.005,100,500,0.99,3,2,7,2,1,260,2.87397,0.0708815,0.69
True,False,10,0.005,100,500,0.99,3,2,7,2,1,270,1.22798,0.0610523,0.77
True,False,10,0.005,100,500,0.99,3,2,7,2,1,280,1.0606,0.0529901,0.84
True,False,10,0.005,100,500,0.99,3,2,7,2,1,290,0.674747,0.0498592,0.84
True,False,10,0.005,100,500,0.99,3,2,7,2,1,300,1.97621,0.0616993,0.76
True,False,10,0.005,100,500,0.99,3,2,7,2,1,310,1.19572,0.0569629,0.8
True,False,10,0.005,100,500,0.99,3,2,7,2,1,320,0.808589,0.0522981,0.81
True,False,10,0.005,100,500,0.99,3,2,7,2,1,330,1.09693,0.0496627,0.84
True,False,10,0.005,100,500,0.99,3,2,7,2,1,340,0.888331,0.0439555,0.87
True,False,10,0.005,100,500,0.99,3,2,7,2,1,350,0.681369,0.0505951,0.81
True,False,10,0.005,100,500,0.99,3,2,7,2,1,360,0.645804,0.0426411,0.88
True,False,10,0.005,100,500,0.99,3,2,7,2,1,370,0.787463,0.0510858,0.84
True,False,10,0.005,100,500,0.99,3,2,7,2,1,380,0.553823,0.0457438,0.86
True,False,10,0.005,100,500,0.99,3,2,7,2,1,390,0.779761,0.0430867,0.88
True,False,10,0.005,100,500,0.99,3,2,7,2,1,400,0.752931,0.0467984,0.85
True,False,10,0.005,100,500,0.99,3,2,7,2,1,410,0.696455,0.0437359,0.88
True,False,10,0.005,100,500,0.99,3,2,7,2,1,420,0.871095,0.048957,0.84
True,False,10,0.005,100,500,0.99,3,2,7,2,1,430,0.603181,0.0433883,0.88
True,False,10,0.005,100,500,0.99,3,2,7,2,1,440,0.743282,0.0453414,0.86
True,False,10,0.005,100,500,0.99,3,2,7,2,1,450,0.526266,0.0429224,0.88
True,False,10,0.005,100,500,0.99,3,2,7,2,1,460,0.925172,0.0464003,0.87
True,False,10,0.005,100,500,0.99,3,2,7,2,1,470,0.649818,0.0380202,0.9
True,False,10,0.005,100,500,0.99,3,2,7,2,1,480,0.500464,0.0365511,0.91
True,False,10,0.005,100,500,0.99,3,2,7,2,1,490,0.52933,0.0401436,0.9
True,False,10,0.005,100,500,0.99,3,2,7,2,1,500,0.752351,0.0472644,0.88
True,False,10,0.005,100,500,0.99,3,2,7,2,1,510,9.32055,0.0950472,0.46
True,False,10,0.005,100,500,0.99,3,2,7,2,1,520,3.32178,0.0872489,0.5
True,False,10,0.005,100,500,0.99,3,2,7,2,1,530,1.58294,0.0683889,0.68
True,False,10,0.005,100,500,0.99,3,2,7,2,1,540,0.801638,0.0555513,0.78
True,False,10,0.005,100,500,0.99,3,2,7,2,1,550,0.543811,0.0492523,0.82
True,False,10,0.005,100,500,0.99,3,2,7,2,1,560,0.451469,0.0408679,0.9
True,False,10,0.005,100,500,0.99,3,2,7,2,1,570,0.387001,0.0415303,0.9
True,False,10,0.005,100,500,0.99,3,2,7,2,1,580,0.337026,0.0407761,0.86
