cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,beta,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,132,10.5846,0.00316095,0.0198004,3.8933,0.00319155,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,133,10.579,0.00319086,0.0198004,3.88516,0.00322215,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,134,10.6429,0.00325513,0.0198004,3.90591,0.00323551,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,135,10.5819,0.00312424,0.0198004,4.16235,0.00313265,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,136,10.5534,0.00309644,0.0198004,4.14376,0.00310528,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,137,10.5352,0.00313273,0.0198004,3.96239,0.00320278,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,138,10.6988,0.00337293,0.0198004,3.93957,0.00340469,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,139,10.8215,0.00353778,0.0198004,4.06941,0.00349957,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,140,10.7046,0.00346822,0.0198004,3.9222,0.00343407,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,141,10.5936,0.00327282,0.0198004,3.84273,0.0033358,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,142,10.6203,0.00317888,0.0198004,3.88607,0.003247,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,143,10.6691,0.00321392,0.013049,3.91505,0.00323546,0.08
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,144,10.6519,0.00323195,0.0136116,3.87424,0.00326409,0.08
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,145,10.6017,0.00323219,0.0151543,3.8213,0.00329472,0.08
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,146,10.5914,0.00326531,0.0175136,3.80884,0.0032959,0.08
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,147,10.6271,0.00332044,0.0180944,3.81315,0.00331322,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,148,10.6344,0.00331536,0.0180218,3.77405,0.00334352,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,149,10.6223,0.0032935,0.0176044,3.76129,0.00335959,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,150,10.6079,0.00327573,0.0175318,3.74605,0.00337954,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,151,10.6061,0.00327161,0.0163702,3.73837,0.00339829,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,152,10.6209,0.00328447,0.0152087,3.73417,0.00341976,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,153,10.6411,0.00331227,0.0147731,3.72157,0.00345336,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,154,10.6598,0.00335107,0.0149728,3.70396,0.00349553,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,155,10.6771,0.0033909,0.0152995,3.69048,0.00352897,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,156,10.693,0.00342741,0.0155898,3.67905,0.00355198,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,157,10.7116,0.00346106,0.0159165,3.66495,0.0035709,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,158,10.7185,0.00347377,0.015735,3.6507,0.00358668,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,159,10.6714,0.00342454,0.0161343,3.66794,0.00355127,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,160,10.7549,0.00357239,0.0172051,3.62181,0.00363801,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,161,10.7546,0.00360311,0.0177677,3.64314,0.00360829,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,162,10.7613,0.00362683,0.0178221,3.65595,0.00359822,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,163,10.7609,0.00363061,0.0176588,3.64456,0.00361996,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,164,10.7583,0.00362176,0.0174592,3.63002,0.00364707,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,165,10.7625,0.00361374,0.0172051,3.61847,0.00367287,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,166,10.7788,0.00361611,0.0170599,3.61143,0.00369517,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,167,10.8016,0.00362852,0.0167877,3.60652,0.00371553,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,168,10.8249,0.00364354,0.0161887,3.60118,0.00373561,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,169,10.8449,0.00365908,0.0154446,3.59492,0.00375442,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,170,10.8612,0.00367218,0.0151724,3.58823,0.00377077,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,171,10.8757,0.0036826,0.0150272,3.5815,0.0037854,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,172,10.8909,0.00369083,0.0149183,3.575,0.00379984,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,173,10.9079,0.00370019,0.0150091,3.56892,0.00381524,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,174,10.9263,0.00371261,0.0150091,3.56339,0.00383225,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,175,10.9443,0.0037285,0.0150998,3.55844,0.00385099,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,176,10.9613,0.0037482,0.0150817,3.554,0.00387144,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,177,10.9778,0.0037682,0.0150817,3.54981,0.00389288,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,178,10.9951,0.00379214,0.015118,3.54572,0.00391322,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,179,11.0135,0.00381099,0.015118,3.54175,0.00392984,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,180,11.033,0.00382502,0.0150817,3.53802,0.00394116,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,181,11.0526,0.00383509,0.0150454,3.53468,0.00394742,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,182,11.0721,0.00384297,0.0149365,3.53184,0.00395025,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,183,11.0902,0.00384726,0.014882,3.52942,0.00395178,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,184,11.1064,0.00385255,0.0148094,3.52722,0.00395397,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,185,11.1203,0.00385601,0.0147913,3.52507,0.00395827,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,186,11.1318,0.00386175,0.0147913,3.5229,0.00396547,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,187,11.1411,0.00387024,0.0148094,3.52072,0.00397553,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,188,11.1492,0.00387868,0.0147368,3.5186,0.00398757,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,189,11.1563,0.00389021,0.014755,3.51657,0.00400007,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,190,11.1632,0.00389931,0.014755,3.51461,0.0040114,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,191,11.1703,0.00390593,0.0147368,3.51271,0.00402043,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,192,11.178,0.00391042,0.0147368,3.51092,0.00402686,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,193,11.1858,0.00391501,0.0147368,3.50927,0.00403112,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,194,11.1938,0.00391707,0.014755,3.50774,0.00403407,0.09
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,195,11.2011,0.00391951,0.0147005,3.50628,0.00403675,0.09
